address,date,image_link,link_to_page,n_reviews,review,title,user_location,username,latitude,longitude,sentiment_polarity
"Lititz, Lancaster County, Pennsylvania, United States of America",2013-07-05,https://media-cdn.tripadvisor.com/media/photo-f/01/57/bd/0c/park-city.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1013646-Reviews-No_Name_Saloon-Park_City_Utah.html?t=28965#REVIEWS,960,They kicked us out. Strange liquor laws in UT. Some adults went back later to check it out- bar food and drink- it was okay.,No Name Saloon,"Lititz, Pennsylvania",csshenry11,40.1571252,-76.3072103,0.1125
,2013-09-10,https://media-cdn.tripadvisor.com/media/photo-f/01/57/bd/0c/park-city.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1013646-Reviews-No_Name_Saloon-Park_City_Utah.html?t=28965#REVIEWS,960,"Liquor is liquor, food is either great or so-so, but a great character is a fun bar will keep you coming back. Many THANKS to the No Name for great food and drinks. And a huge THANKS to Marco for making our vacation a hit.",No Name Saloon,"Miami Beach, Florida",JRD33141,,,0.4444444444444444
"LA, Los Angeles County, California, United States of America",2013-03-06,https://media-cdn.tripadvisor.com/media/photo-f/01/57/bd/0c/park-city.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1013646-Reviews-No_Name_Saloon-Park_City_Utah.html?t=28965#REVIEWS,960,We were recommended to this place by a local - aside from it being Utah with the 1 oz liquor laws - best bar ever! Buffalo burgers were amazing!,No Name Saloon,"Los Angeles, California",drksyders,34.054935,-118.244476,0.5833333333333334
"Stafford County, Virginia, United States of America",2013-01-29,https://media-cdn.tripadvisor.com/media/photo-f/01/57/bd/0c/park-city.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1013646-Reviews-No_Name_Saloon-Park_City_Utah.html?t=28965#REVIEWS,960,My wife was obviously hoping to get an exception made – not being fully apprised of Utahn liquor laws on open containers of alcohol – which she might have had stashed in her coffee cup – but certainly not in the clear green Sundance water,No Name Saloon,"Stafford, Virginia, United States",Greg T,38.4167265,-77.4579783,-0.041428571428571426
"Fairbanks, Fairbanks North Star, Alaska, United States of America",2017-03-04,https://media-cdn.tripadvisor.com/media/photo-i/0f/05/32/81/zion-canyon-brewery-in.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d4273163-Reviews-Zion_Canyon_Brew_Pub-Springdale_Utah.html?t=28965#REVIEWS,1078,"Friendly waitstaff and manager. In compliance with Utah state liquor laws, they only have a wine and beer license, so not a full bar. A must do while visiting the park.",Zion Canyon Brew Pub,"Fairbanks, Alaska",Ken P,64.837845,-147.716675,0.06666666666666667
"St. Louis, City of St. Louis, Missouri, United States of America",2015-10-13,https://media-cdn.tripadvisor.com/media/photo-i/0f/05/32/81/zion-canyon-brewery-in.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d4273163-Reviews-Zion_Canyon_Brew_Pub-Springdale_Utah.html?t=28965#REVIEWS,1078,"Beer was good, but had quick lesson in Utah liquor laws, you can't taste to see if you like, must buy, and if you buy, you must order food. Utah watching out for us! Server was nice to recommend the cheapest appetizer, warm pretzels, delicious,",Zion Canyon Brew Pub,"Saint Louis, Missouri",reid6,38.6272733,-90.1978889,0.6633333333333333
"Washington County, Utah, United States of America",2014-03-03,https://media-cdn.tripadvisor.com/media/photo-i/0f/05/32/81/zion-canyon-brewery-in.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d4273163-Reviews-Zion_Canyon_Brew_Pub-Springdale_Utah.html?t=28965#REVIEWS,1078,"For those of you who haven't been to Utah, the state has weird liquor laws including a draft beer law that limits it to 4% ABV. But, the beers here have such a great flavor you forget where you are with the first drink.",Zion Canyon Brew Pub,"Washington, UT",elimest42,37.2393471,-113.525776,0.1375
"York Haven, York County, Pennsylvania, United States of America",2014-04-13,https://media-cdn.tripadvisor.com/media/photo-i/0f/05/32/81/zion-canyon-brewery-in.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d4273163-Reviews-Zion_Canyon_Brew_Pub-Springdale_Utah.html?t=28965#REVIEWS,1078,"Establishments with a bar or club liquor license are exempt from this law. We were there for dinner and drinks, so it wasn't an issue. While our beer was decent, it wasn't anything special. (I had the 6 oz taster size of stout and hubby",Zion Canyon Brew Pub,"York Haven, Pennsylvania",Susan H,40.110137,-76.7134496,0.2619047619047619
"York Haven, York County, Pennsylvania, United States of America",2014-04-13,https://media-cdn.tripadvisor.com/media/photo-i/0f/05/32/81/zion-canyon-brewery-in.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d4273163-Reviews-Zion_Canyon_Brew_Pub-Springdale_Utah.html?t=28965#REVIEWS,1078,"Establishments with a bar or club liquor license are exempt from this law. We were there for dinner and drinks, so it wasn't an issue. While our beer was decent, it wasn't anything special. (I had the 6 oz taster size of stout and hubby",Zion Canyon Brew Pub,"York Haven, Pennsylvania",Susan H,40.110137,-76.7134496,0.2619047619047619
"Calimesa, Riverside County, California, United States of America",2016-07-01,https://media-cdn.tripadvisor.com/media/photo-i/0d/75/a1/f2/mushroom-burger-blue.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d2373327-Reviews-Jack_s_Sports_Grill-Springdale_Utah.html?t=28965#REVIEWS,611,Interesting liquor laws in Utah...had to buy food to have more than one drink. We ordered our drinks and some onion rings for snacking. The beers were ice cold and the onion rings were very good too! Very friendly bartender and staff.,Jack's Sports Grill,"Calimesa, California",OV,34.0039044,-117.0619774,0.3775
"LA, Los Angeles County, California, United States of America",2017-06-24,https://media-cdn.tripadvisor.com/media/photo-i/0d/75/a1/f2/mushroom-burger-blue.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d2373327-Reviews-Jack_s_Sports_Grill-Springdale_Utah.html?t=28965#REVIEWS,611,"a bottled beer and avoid the confused look on your face when you are told that doubles are not allowed per state law and that certain restrictions exist on liquor. -A tip, you must order food if you are ordering a drink, so keep that",Jack's Sports Grill,"Los Angeles, California",LincolnOsiris,34.054935,-118.244476,-0.09285714285714287
"Kingston, Ontario, Canada",2014-08-21,https://media-cdn.tripadvisor.com/media/photo-i/0d/75/a1/f2/mushroom-burger-blue.jpg,https://www.tripadvisor.com/Restaurant_Review-g61001-d2373327-Reviews-Jack_s_Sports_Grill-Springdale_Utah.html?t=28965#REVIEWS,611,"Our server was more than happy to oblige us, giving us a friendly interpretation of Utah's antiquated liquor laws. In the end, we had acceptable food (far better places to eat) but all the beer we could drink in a convenient format, in an amazing",Jack's Sports Grill,"Kingston, Canada",Davidsquash,44.230687,-76.481323,0.47916666666666674
"Milwaukee, Milwaukee County, Wisconsin, United States of America",2017-04-28,https://media-cdn.tripadvisor.com/media/photo-i/0e/c0/e3/0c/umbrella-bar.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d5592074-Reviews-Umbrella_Bar-Park_City_Utah.html?t=28965#REVIEWS,62,Most likely service is laid due to the strict liquor laws that don't really promote efficient drink service or fast beer-slinging. We're from the Midwest (Milwaukee) where beer flows like water and the ambience in any bar is more conducive to a party at any,Umbrella Bar,"Milwaukee, Wisconsin",CzechMate2010,43.0349931,-87.922497,0.2125
"Fort Lauderdale, Broward County, Florida, United States of America",2017-07-17,https://media-cdn.tripadvisor.com/media/photo-s/05/10/1b/0e/los-hermanos.jpg,https://www.tripadvisor.com/Restaurant_Review-g57106-d445387-Reviews-Los_Hermanos-Provo_Utah.html?t=28965#REVIEWS,149,"I am not privy to the laws of Provo, but no one in this town served wine or liquor (I asked for a margarita and was looked at weird). Anyhoo! ordered the steak fajitas and the meat was mediocre at best- they gave me 6",Los Hermanos,"Fort Lauderdale, Florida",CRM519,26.1223084,-80.1433786,-0.041666666666666664
"NYC, New York, United States of America",2017-03-14,https://media-cdn.tripadvisor.com/media/photo-s/05/10/1b/0e/los-hermanos.jpg,https://www.tripadvisor.com/Restaurant_Review-g57106-d445387-Reviews-Los_Hermanos-Provo_Utah.html?t=28965#REVIEWS,149,Server: Its the law. Its because of the type of liquor license we have. Me: So you're saying that there is a legal link between the type of food I order and having a beer? Server: Yes. Me: There is no such law. Server: I'm,Los Hermanos,"New York, NY",BallroomPics,40.7306458,-73.9866136,0.1
"Park City, Utah, United States of America",2016-04-25,https://media-cdn.tripadvisor.com/media/photo-s/08/1a/bc/64/high-west-distillery.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1674461-Reviews-High_West_Distillery_Saloon-Park_City_Utah.html?t=28965#REVIEWS,1393,"High West helps navigate the ""unusual"" Utah liquor law idiosyncrasies by providing a placemat which provides references for each whiskey is served. My personal favorite is the double rye. The first explosion of flavor is in the front/mid part of the palate which is doubled",High West Distillery & Saloon,"Park City, Utah",Sunrobber,40.6460635,-111.4979741,0.18499999999999997
"LA, Los Angeles County, California, United States of America",2016-12-29,https://media-cdn.tripadvisor.com/media/photo-s/08/1a/bc/64/high-west-distillery.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1674461-Reviews-High_West_Distillery_Saloon-Park_City_Utah.html?t=28965#REVIEWS,1393,"This is no small thing considering Utah's complex liquor license laws. In the Winter, there's an outdoor 'ice bar' where you can order hot apple cider and whiskey and sip it by the outdoor fireplace.",High West Distillery & Saloon,"Los Angeles, California",Peter T,34.054935,-118.244476,0.025000000000000005
,2015-08-26,https://media-cdn.tripadvisor.com/media/photo-s/08/1a/bc/64/high-west-distillery.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1674461-Reviews-High_West_Distillery_Saloon-Park_City_Utah.html?t=28965#REVIEWS,1393,We all got to sit together and the food was good. One warning! Utah has strict liquor laws. Always carry your ID. Anyone under 35 must have their ID scanned or they cannot enter a bar.,High West Distillery & Saloon,"Houston, Texas, United States",Pat W,,,0.875
"Magna, Utah, United States of America",2015-08-06,https://media-cdn.tripadvisor.com/media/photo-s/08/1a/bc/64/high-west-distillery.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1674461-Reviews-High_West_Distillery_Saloon-Park_City_Utah.html?t=28965#REVIEWS,1393,"Utah has such stupid liquor laws though and that needs to change. Really can't have more than 2 shot drinks in front of you at a time? If you want a tour, best to book before hand otherwise you won't get in. Good news, they",High West Distillery & Saloon,"Magna, Utah",Karlene C,40.70268345,-112.089201928148,0.26666666666666666
"Salt Lake City, Utah, United States of America",2015-07-20,https://media-cdn.tripadvisor.com/media/photo-s/08/1a/bc/64/high-west-distillery.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1674461-Reviews-High_West_Distillery_Saloon-Park_City_Utah.html?t=28965#REVIEWS,1393,"The server here did a nice job of explaining the oddity of the Utah's liquor laws requiring that only two of the four be served at the same time, and was very prompt in bringing the second half. I had the barrel aged Manhattan, which",High West Distillery & Saloon,"Salt Lake City, Utah",IgnoredUke,40.7670126,-111.8904308,0.07619047619047621
"Ann Arbor, Washtenaw County, Michigan, United States of America",2012-08-27,https://media-cdn.tripadvisor.com/media/photo-s/08/1a/bc/64/high-west-distillery.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1674461-Reviews-High_West_Distillery_Saloon-Park_City_Utah.html?t=28965#REVIEWS,1393,"Unfortunately, because of this country's archaic liquor laws, I can't have any shipped to me. I'd buy a case! I tried several other whiskeys there, and all were very good to excellent. I don't think you can go wrong. I also enjoyed the food and",High West Distillery & Saloon,"Ann Arbor, MI",A2Member,42.2681569,-83.7312291,0.1657142857142857
"Wilmington, New Hanover County, North Carolina, United States of America",2017-06-24,https://media-cdn.tripadvisor.com/media/photo-s/02/bb/53/15/pallet.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d2696081-Reviews-Pallet-Salt_Lake_City_Utah.html?t=28965#REVIEWS,159,"Even the dessert. No cheap, but you have to pay for good food. I would go back in a second. They have a nice bar but with the strange SLC liquor laws, the sign makes it clear that they expect you to eat.",Pallet,Wilmington NC,takenscreenname,34.2257282,-77.9447107,0.16428571428571428
"Tallahassee, Leon County, Florida, United States of America",2015-07-04,https://media-cdn.tripadvisor.com/media/photo-s/02/bb/53/15/pallet.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d2696081-Reviews-Pallet-Salt_Lake_City_Utah.html?t=28965#REVIEWS,159,"Booze is hard to come by so my friend and I went there for a snack (required by law, you have to order food) and a drink. It's a great little place, very cozy on the inside with a little bar and some tables on",Pallet,"Tallahassee, Florida",fsview11,30.4380832,-84.2809332,-0.02533333333333334
"Salt Lake City, Utah, United States of America",2014-05-31,https://media-cdn.tripadvisor.com/media/photo-f/09/96/a7/73/red-robin-gourmet-burgers.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d2639819-Reviews-Red_Robin_Gourmet_Burgers-Salt_Lake_City_Utah.html?t=28965#REVIEWS,81,"Utah law says that you have to intend to eat not have your order taken, so RR is way out of line. Then it really got fun, waiter says sorry we are out of a lot of thing like straws for the kids, napkins?, and",Red Robin Gourmet Burgers,"Salt Lake City, Utah",Ghofmann111,40.7670126,-111.8904308,0.0
"Brentwood, Williamson County, Tennessee, United States of America",2015-09-03,https://media-cdn.tripadvisor.com/media/photo-s/07/45/bb/fb/whiskey-street.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d7239876-Reviews-Whiskey_Street-Salt_Lake_City_Utah.html?t=28965#REVIEWS,117,"I didn't expect to find such a large selection of Scotches and wines in a state that has some wacky liquor laws. I had salmon and it was excellent. The scene was pretty noisy, and I had to eat dinner at the bar, but it",Whiskey Street,"Brentwood, Tennessee",Perry976,36.0325687,-86.7825235,0.3928571428571429
"Lone Tree, Douglas County, Colorado, United States of America",2017-07-07,https://media-cdn.tripadvisor.com/media/photo-f/03/1c/37/b3/the-garden-of-eat-n.jpg,https://www.tripadvisor.com/Restaurant_Review-g56987-d3591339-Reviews-The_Garden_of_Eat_n-Fillmore_Utah.html?t=28965#REVIEWS,88,"Utah has some odd liquor laws, but at least I didn't have to go to a separate room to order it, asI've had to do in the past. Breakfast was included in our room rate, and it is served in a different room from the",The Garden of Eat'n,"Lone Tree, Colorado",TBearden,39.5360997,-104.8963682,-0.17916666666666667
"Salt Lake City, Utah, United States of America",2017-07-20,https://media-cdn.tripadvisor.com/media/photo-i/01/c1/9c/41/exterior-of-squatters.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d443687-Reviews-Squatters_Pub_Brewery-Salt_Lake_City_Utah.html?t=28965#REVIEWS,1544,"Like others I was confused on their liquor laws. Basically I thought everywhere was 3.2 beer. Wow, was i wrong. I lived all over this country... And to this day... Squatters hop rising is my favorite beer. Ever! But most of their beers a pretty",Squatters Pub Brewery,"Salt Lake City, Utah",erocker73,40.7670126,-111.8904308,0.09583333333333333
"Denver, Denver County, Colorado, United States of America",2016-10-17,https://media-cdn.tripadvisor.com/media/photo-i/01/c1/9c/41/exterior-of-squatters.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d443687-Reviews-Squatters_Pub_Brewery-Salt_Lake_City_Utah.html?t=28965#REVIEWS,1544,"Utah has an odd liquor law which limits the alcohol content of brewed beer to 4% but not the bottled beer. So if you want a stronger brew, you need to order a bottle. However, the brewed beer here was very flavorful and the lessor",Squatters Pub Brewery,"Denver, Colorado",Tom R,39.7391536,-104.9847034,0.016666666666666677
"Salt Lake City, Utah, United States of America",2014-11-03,https://media-cdn.tripadvisor.com/media/photo-i/01/c1/9c/41/exterior-of-squatters.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d443687-Reviews-Squatters_Pub_Brewery-Salt_Lake_City_Utah.html?t=28965#REVIEWS,1544,"S. Great selections of beverages, even with the wacky liquor laws of Utah in place! And I'm always impressed with my meal. Easy to get to in the downtown SLC and I always recommend it anyone asking for a good restaurant.",Squatters Pub Brewery,"Salt Lake City, Utah",joy R,40.7670126,-111.8904308,0.7116666666666667
"Ripon, Fond du Lac County, Wisconsin, United States of America",2012-11-12,https://media-cdn.tripadvisor.com/media/photo-i/01/c1/9c/41/exterior-of-squatters.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d443687-Reviews-Squatters_Pub_Brewery-Salt_Lake_City_Utah.html?t=28965#REVIEWS,1544,But the sampler is no longer available; a new liquor law in Utah prohibits putting more than two drinks in front of any one patron. I was able to order small samples of two different amber beers for 35 cents apiece. What fool came up,Squatters Pub Brewery,"Ripon, Wisconsin",Sakrison,43.8424502,-88.8372972,0.2143939393939394
"Midland, Midland County, Michigan, United States of America",2016-04-11,https://media-cdn.tripadvisor.com/media/photo-s/0b/8c/91/da/drafts-sports-bar-grill.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d3483120-Reviews-Drafts_Sports_Bar_Grill-Park_City_Utah.html?t=28965#REVIEWS,733,"Our server Turk was awesome and was super attentive and the manager laura, spent a chunk of time telling us about local liquor laws and how to get around them. Would definitely recommend this place to anyone!",Drafts Sports Bar & Grill,"Midland, Michigan",taytayrenee,43.6155825,-84.2472117,0.2722222222222222
"Chandler, Maricopa County, Arizona, United States of America",2014-05-05,https://media-cdn.tripadvisor.com/media/photo-s/0b/8c/91/da/drafts-sports-bar-grill.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d3483120-Reviews-Drafts_Sports_Bar_Grill-Park_City_Utah.html?t=28965#REVIEWS,733,"We wanted to start with a drink and she politely explained Utah's quirky liquor laws that "" you can't order a drink without also ordering food"". We decided to try appetizers in order to get the drinks going. Sierra had several recommendations and I had",Drafts Sports Bar & Grill,"Chandler, Arizona",Dan F,33.3067132,-111.8408489,0.0
"Duncansville, Blair County, Pennsylvania, United States of America",2014-04-27,https://media-cdn.tripadvisor.com/media/photo-s/0b/8c/91/da/drafts-sports-bar-grill.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d3483120-Reviews-Drafts_Sports_Bar_Grill-Park_City_Utah.html?t=28965#REVIEWS,733,Sierra patiently explained Utah liquor laws for the umpteenth time. A great variety of draft beers and a full bar with a satisfying menu. A local couple said it's one of their favorites and the location is great after a day of skiing,Drafts Sports Bar & Grill,"Duncansville PA, United States",Christian H,40.4234058,-78.433903,0.49000000000000005
"Salt Lake City, Utah, United States of America",2013-08-18,https://media-cdn.tripadvisor.com/media/photo-s/0b/8c/91/da/drafts-sports-bar-grill.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d3483120-Reviews-Drafts_Sports_Bar_Grill-Park_City_Utah.html?t=28965#REVIEWS,733,"to grab a beer while on the way to something else, and is the custom in Utah due to the stupid, ridiculous liquor laws, had to purchase a food item as an accompaniment to our evil ethyl, and ordered a side of the mac and",Drafts Sports Bar & Grill,"Salt Lake City, Utah",danrm,40.7670126,-111.8904308,-0.5645833333333333
"Salt Lake City, Utah, United States of America",2012-09-12,https://media-cdn.tripadvisor.com/media/photo-f/06/3e/46/28/chili-verde-burrito.jpg,https://www.tripadvisor.com/Restaurant_Review-g60922-d470708-Reviews-Desert_Edge_Brewery-Salt_Lake_City_Utah.html?t=28965#REVIEWS,96,"2% beer to conform with Utah liquor laws is tricky, but the Desert Edge does have a few decent ones (my personal favorite of theirs is the UPA - Utah Pale Ale). The Desert Edge continues to be one of our favorite places to dine",Desert Edge Brewery,"Salt Lake City, Utah",TexanStuckInUtah,40.7670126,-111.8904308,0.12611111111111112
"Asheville, Buncombe County, North Carolina, United States of America",2015-05-11,https://media-cdn.tripadvisor.com/media/photo-s/04/94/be/7e/sorrel-river-grill.jpg,https://www.tripadvisor.com/Restaurant_Review-g60724-d1603034-Reviews-The_River_Grill_at_Sorrel_River_Ranch-Moab_Utah.html?t=28965#REVIEWS,142,"After an explanation of the 1.5oz limit of alcohol in beverages, we had Ok-tasting Manhattans. But they were $18.00 apiece! Kind of dampened the rest of the evening. My salmon was average; my spouse's steak was average. We should have driven the 17 miles back",The River Grill at Sorrel River Ranch,"Asheville, NC",mikemarsha,35.6009498,-82.5540161,0.07499999999999998
"Ogden, Utah, United States of America",2015-04-15,https://media-cdn.tripadvisor.com/media/photo-s/09/fc/58/33/photo1jpg.jpg,https://www.tripadvisor.com/Restaurant_Review-g57090-d1552414-Reviews-Iggy_s_Sports_Grill-Ogden_Utah.html?t=28965#REVIEWS,112,"Some of the issues are based on Utah’s liquor laws and not the fault of Iggy’s (ex: you must order food with drinks – you cannot just order drinks). However, at times the staff could be more open to people spending more than 30 minutes",Iggy's Sports Grill,"Ogden, Utah",50daysboarding,41.2230048,-111.9738429,0.3333333333333333
"Texas, United States of America",2016-02-29,https://media-cdn.tripadvisor.com/media/photo-s/0a/c5/97/ca/photo0jpg.jpg,https://www.tripadvisor.com/Restaurant_Review-g57090-d445389-Reviews-Timber_Mine_Restaurant-Ogden_Utah.html?t=28965#REVIEWS,154,"Kind of odd having to order and pay for food and drinks separately but apparently it has to do with the local liquor laws, which are..confusing. That said, the service from both waitresses was good and the drinks were excellent.",Timber Mine Restaurant,Texas,danbC4942ES,31.8160381,-99.5120986,0.36388888888888893
"Key West, Monroe County, Florida, United States of America",2017-09-02,https://media-cdn.tripadvisor.com/media/photo-f/02/3c/71/96/nut-crusted-trout-and.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1310555-Reviews-Riverhorse_on_Main-Park_City_Utah.html?t=28965#REVIEWS,1019,And drinks were skimpy to say the least. They blamed it on Utah liquor laws that require them to pour small drinks. If that's the case they should charge accordingly. It's a shame because food and service were excellent. https://www.tripadvisor.com/ShowUserReviews-g57097-d1310555-r520486388-Riverhorse_on_Main-Park_City_Utah.html#,Riverhorse on Main,"Key West, Florida",jhh53,24.5625566,-81.7724368,0.15
"LA, Los Angeles County, California, United States of America",2016-10-28,https://media-cdn.tripadvisor.com/media/photo-f/02/3c/71/96/nut-crusted-trout-and.jpg,https://www.tripadvisor.com/Restaurant_Review-g57097-d1310555-Reviews-Riverhorse_on_Main-Park_City_Utah.html?t=28965#REVIEWS,1019,"Don't blame the bartenders as Utah has extremely archaic (religious-based) liquor laws, which make the rural South's liquor laws seem liberal by comparison. We recommend Grappa and Apex at the Montage as better alternatives. Perhaps, during high-season, this restaurant will be on their A-game, but",Riverhorse on Main,"Los Angeles, California",TripReviewer70,34.054935,-118.244476,0.125
